506,650,1.00
507,650,1.00
508,650,1.00
509,650,1.00
510,650,1.00
511,650,0.60
512,650,0.30
506,651,1.00
507,651,1.00
508,651,1.00
509,651,1.00
510,651,1.00
511,651,0.68
512,651,0.30
506,652,1.00
507,652,1.00
508,652,1.00
509,652,1.00
510,652,1.00
511,652,0.96
512,652,0.30
506,653,1.00
507,653,1.00
508,653,1.00
509,653,1.00
510,653,1.00
511,653,1.00
512,653,0.30
506,654,1.00
507,654,1.00
508,654,1.00
509,654,1.00
510,654,1.00
511,654,0.96
512,654,0.30
506,655,1.00
507,655,1.00
508,655,1.00
509,655,1.00
510,655,1.00
511,655,0.68
512,655,0.30
506,656,1.00
507,656,1.00
508,656,1.00
509,656,1.00
510,656,1.00
511,656,0.60
512,656,0.30
505,650,1.00
505,651,1.00
505,652,1.00
505,653,1.00
505,654,1.00
505,655,1.00
505,656,1.00
504,650,1.00
504,651,1.00
504,652,1.00
504,653,1.00
504,654,1.00
504,655,1.00
504,656,1.00
503,650,1.00
503,651,1.00
503,652,1.00
503,653,1.00
503,654,1.00
503,655,0.60
503,656,0.30
502,649,1.00
503,649,1.00
504,649,1.00
505,649,1.00
506,649,1.00
507,649,0.90
508,649,0.30
502,650,1.00
502,651,1.00
502,652,1.00
502,653,1.00
502,654,0.90
502,655,0.30
501,648,1.00
502,648,1.00
503,648,1.00
504,648,1.00
505,648,0.90
506,648,0.60
507,648,0.60
501,649,1.00
501,650,1.00
501,651,1.00
501,652,0.90
501,653,0.60
501,654,0.60
499,646,1.00
500,646,1.00
501,646,1.00
502,646,1.00
503,646,1.00
504,646,0.60
505,646,0.30
499,647,1.00
500,647,1.00
501,647,1.00
502,647,1.00
503,647,1.00
504,647,0.68
505,647,0.30
499,648,0.98
500,648,1.00
499,649,0.60
500,649,1.00
499,650,0.30
500,650,0.66
499,651,0.30
500,651,0.38
499,652,0.30
500,652,0.30
498,643,1.00
499,643,1.00
500,643,1.00
501,643,1.00
502,643,1.00
503,643,1.00
504,643,0.30
498,644,1.00
499,644,1.00
500,644,1.00
501,644,1.00
502,644,1.00
503,644,1.00
504,644,0.30
498,645,1.00
499,645,1.00
500,645,1.00
501,645,1.00
502,645,1.00
503,645,1.00
504,645,0.30
498,646,1.00
498,647,0.68
498,648,0.60
498,649,0.30
497,642,1.00
498,642,1.00
499,642,1.00
500,642,1.00
501,642,1.00
502,642,1.00
503,642,1.00
497,643,1.00
497,644,1.00
497,645,1.00
497,646,0.60
497,647,0.30
497,648,0.30
497,640,1.00
498,640,1.00
499,640,1.00
500,640,1.00
501,640,1.00
502,640,1.00
503,640,1.00
497,641,1.00
498,641,1.00
499,641,1.00
500,641,1.00
501,641,1.00
502,641,1.00
503,641,1.00
497,639,1.00
498,639,1.00
499,639,1.00
500,639,1.00
501,639,1.00
502,639,1.00
503,639,1.00
497,638,0.90
498,638,1.00
499,638,1.00
500,638,1.00
501,638,1.00
502,638,1.00
503,638,1.00
497,636,0.60
498,636,1.00
499,636,1.00
500,636,1.00
501,636,1.00
502,636,1.00
503,636,1.00
497,637,0.60
498,637,1.00
499,637,1.00
500,637,1.00
501,637,1.00
502,637,1.00
503,637,0.98
497,634,0.30
498,634,0.60
499,634,1.00
500,634,1.00
501,634,1.00
502,634,1.00
503,634,1.00
497,635,0.30
498,635,0.68
499,635,1.00
500,635,1.00
501,635,1.00
502,635,1.00
503,635,1.00
498,632,0.30
499,632,0.60
500,632,1.00
501,632,1.00
502,632,1.00
503,632,1.00
504,632,1.00
498,633,0.30
499,633,0.68
500,633,1.00
501,633,1.00
502,633,1.00
503,633,1.00
504,633,1.00
504,634,0.98
504,635,0.60
504,636,0.30
504,637,0.30
504,638,0.30
499,629,0.30
500,629,0.60
501,629,0.98
502,629,1.00
503,629,1.00
504,629,1.00
505,629,1.00
499,630,0.30
500,630,0.68
501,630,1.00
502,630,1.00
503,630,1.00
504,630,1.00
505,630,1.00
499,631,0.30
500,631,0.96
501,631,1.00
502,631,1.00
503,631,1.00
504,631,1.00
505,631,1.00
505,632,1.00
505,633,0.68
505,634,0.60
505,635,0.30
500,628,0.30
501,628,0.60
502,628,0.96
503,628,1.00
504,628,1.00
505,628,1.00
506,628,1.00
506,629,1.00
506,630,1.00
506,631,0.98
506,632,0.60
506,633,0.30
506,634,0.30
501,626,0.30
502,626,0.30
503,626,0.60
504,626,0.98
505,626,1.00
506,626,1.00
507,626,1.00
501,627,0.30
502,627,0.38
503,627,0.96
504,627,1.00
505,627,1.00
506,627,1.00
507,627,1.00
507,628,1.00
507,629,1.00
507,630,1.00
507,631,0.60
507,632,0.30
503,625,0.30
504,625,0.60
505,625,0.98
506,625,1.00
507,625,1.00
508,625,1.00
509,625,1.00
508,626,1.00
509,626,1.00
508,627,1.00
509,627,1.00
508,628,1.00
509,628,1.00
508,629,1.00
509,629,1.00
508,630,0.68
509,630,0.60
508,631,0.30
509,631,0.30
504,624,0.30
505,624,0.60
506,624,1.00
507,624,1.00
508,624,1.00
509,624,1.00
510,624,1.00
510,625,1.00
510,626,1.00
510,627,1.00
510,628,1.00
510,629,1.00
510,630,0.30
505,623,0.30
506,623,0.90
507,623,1.00
508,623,1.00
509,623,1.00
510,623,1.00
511,623,1.00
511,624,1.00
511,625,1.00
511,626,1.00
511,627,1.00
511,628,1.00
511,629,1.00
512,623,1.00
512,624,1.00
512,625,1.00
512,626,1.00
512,627,1.00
512,628,1.00
512,629,1.00
513,623,1.00
513,624,1.00
513,625,1.00
513,626,1.00
513,627,1.00
513,628,1.00
